"apparent_base","apparent_full","delta_apparent","optimism_mean","delta_corrected","ci_lo","ci_hi","lr_p","B","n"
0.599559082892416,0.654850088183421,0.0552910052910053,0.00583115116221759,0.0494598541287877,-0.0576010699505814,0.135818376360761,0.0163002799273626,2000,197
