ID	GENE_SYMBOL	ENSEMBL_ID
(+)E1A_r60_1		
(+)E1A_r60_3		
(+)E1A_r60_a104		
(+)E1A_r60_a107		
(+)E1A_r60_a135		
(+)E1A_r60_a20		
(+)E1A_r60_a22		
(+)E1A_r60_a97		
(+)E1A_r60_n11		
(+)E1A_r60_n9		
(-)3xSLv1		
A_23_P391857	ESRRB	ENST00000261532
A_23_P391926	LPHN1	ENST00000340736
A_23_P392076	STRN3	ENST00000555358
A_23_P392126	C17orf108	ENST00000460380
A_23_P392222	SWI5	ENST00000320188
A_23_P39223	ZNF2	
A_23_P392317	DLGAP2	ENST00000356067
A_23_P39237	ZFP36	ENST00000248673
A_23_P392384	AIF1L	
A_23_P392402	GLP1R	ENST00000373256
A_23_P392429	ZNF396	ENST00000306346
A_23_P392470	NR3C2	ENST00000358102
A_23_P392476	AKD1	ENST00000424296
A_23_P39251	PLIN5	ENST00000381848
A_23_P39263	ZNF57	ENST00000395204
A_23_P392738	DAZ2	
A_23_P392942	MSR1	ENST00000381998
A_23_P392962	GRAP	ENST00000395635
A_23_P393015	MYL10	ENST00000223167
A_23_P393025	SPATA4	ENST00000280191
A_23_P393034	HAS3	ENST00000306560
A_23_P39304	PSG9	ENST00000435220
A_23_P393051	C1orf172	ENST00000374109
A_23_P393080	CALML3	ENST00000315238
A_23_P393099	TFF3	ENST00000518498
A_23_P39315	CYP4F11	ENST00000326742
A_23_P393163	XIRP2	
A_23_P393172	ENAM	ENST00000396073
A_23_P393401	PDXDC2P	ENST00000531894
A_23_P393425	PAPD4	ENST00000453514
A_23_P393531	INPP4A	
A_23_P39356	FFAR1	ENST00000246553
A_23_P393607	SNAP47	ENST00000366759
A_23_P393620	TFPI2	
A_23_P39364	HOMER3	
A_23_P393645	ADAMTS13	
A_23_P393686	C8orf42	
A_23_P393713	IGHMBP2	ENST00000255078
A_23_P393727	NRP2	ENST00000540841
A_23_P393749	CATSPER3	ENST00000282611
A_23_P39375	KLHL26	ENST00000300976
A_23_P393758	FAM125A	ENST00000543795
A_23_P393766	WDR62	ENST00000427823
A_23_P393777	PTGDR	ENST00000306051
A_23_P39386	HCST	ENST00000246551
A_23_P393880	KIAA1244	ENST00000251691
A_23_P393955	C15orf55	ENST00000537011
A_23_P39402	ALKBH6	ENST00000481257
A_23_P394043	CAMSAP3	ENST00000446248
A_23_P394064	PTRF	ENST00000357037
A_23_P394166	CNOT7	ENST00000361272
A_23_P394259	MPP2	
A_23_P394323	FAM98B	ENST00000491535
A_23_P394377	KCNRG	ENST00000312942
A_23_P394395	JPH2	ENST00000372980
A_23_P394448	DPY19L1	ENST00000389292
A_23_P39453	MEX3D	ENST00000402693
A_23_P39454	ZNF556	ENST00000307635
A_23_P394545	KIAA1033	ENST00000311317
A_23_P394567	KIAA1467	ENST00000197268
A_23_P394605	SEC24A	ENST00000398844
A_23_P39465	BST2	ENST00000533098
A_23_P394836	INF2	ENST00000392634
A_23_P394917	SRCAP	ENST00000395059
A_23_P394972	TSPEAR	ENST00000323084
A_23_P394986	CREG2	ENST00000324768
A_23_P395075	KDM3A	ENST00000542128
A_23_P39517	SRBD1	ENST00000490133
A_23_P395172	ABHD2	ENST00000352732
A_23_P39525	FAM124B	ENST00000389874
A_23_P395374	HIST1H4D	ENST00000340756
A_23_P395404	FGF20	ENST00000180166
A_23_P395418	PCDHGB3	
A_23_P39542	C2orf76	ENST00000498049
A_23_P395426	DIDO1	ENST00000370366
A_23_P395464	ZNF582	ENST00000301310
A_23_P39550	TMEM163	ENST00000476823
A_23_P395524	PWP1	ENST00000412830
A_23_P395534	RSC1A1	ENST00000345034
A_23_P395555	ZNF226	ENST00000454662
A_23_P395566	FBXO31	ENST00000311635
A_23_P395582	ZFP42	ENST00000509524
A_23_P395585	C3orf22	ENST00000318225
A_23_P395595	FNBP4	ENST00000263773
A_23_P3956	C1QTNF1	ENST00000339142
A_23_P39561	UBE2F	ENST00000440223
A_23_P395632	R3HDML	ENST00000217043
A_23_P395911	FBXO17	
A_23_P395954	SSH2	ENST00000394848
A_23_P39602	NCOA1	ENST00000538539
A_23_P39605	SULT1C4	ENST00000409309
A_23_P396062	RAB40C	
A_23_P396115	SSX7	ENST00000407081
A_23_P39616	ORC2	ENST00000464147
A_23_P396299	MRVI1-AS1	ENST00000529979
A_23_P3963	CDR2L	ENST00000337231
A_23_P396328	MPDZ	ENST00000381022
A_23_P396353	NIN	ENST00000476352
A_23_P39647	SLC4A3	ENST00000425141
A_23_P39656	RNF25	ENST00000474339
A_23_P396626	SYNRG	
A_23_P396666	TBC1D2B	ENST00000300584
A_23_P396724	LRRC43	ENST00000289014
A_23_P396777	PCGF3	ENST00000362003
A_23_P396858	FZD8	ENST00000374694
A_23_P396867	HM13	ENST00000498035
A_23_P396917	C11orf63	ENST00000307257
A_23_P396934	KIAA1239	ENST00000309447
A_23_P396981	CCDC66	ENST00000326595
A_23_P397019	DNAJC25	ENST00000463589
A_23_P39703	ABCB11	ENST00000263817
A_23_P397055	CHPF2	ENST00000377851
A_23_P397120	C19orf77	ENST00000215531
A_23_P39718	FEZ2	ENST00000451623
A_23_P397208	GSTM2	ENST00000472225
A_23_P397238	FKBP1A	ENST00000381715
A_23_P397248	CLCA2	ENST00000370565
A_23_P397293	LY6K	
A_23_P397308	KLC4	ENST00000472792
A_23_P397320	JSRP1	ENST00000300961
A_23_P397341	PAQR4	ENST00000293978
A_23_P397347	MCM9	ENST00000436788
A_23_P397376	MAF	ENST00000393350
A_23_P397391	FFAR2	ENST00000246549
A_23_P397417	TMEM188	ENST00000458059
A_23_P397455	ACVR1C	
A_23_P397468	OR10J1	ENST00000423932
A_23_P397480	ABCC13	ENST00000400570
A_23_P397543	LINC00174	ENST00000421767
A_23_P39755	B3GNT7	ENST00000287590
A_23_P39766	GLS	
A_23_P39774	SNRNP27	ENST00000450162
A_23_P397856	TIRAP	ENST00000392679
A_23_P397899	C9orf80	ENST00000374238
A_23_P3979	MRPS7	ENST00000245539
A_23_P39790	CD207	ENST00000410009
A_23_P397910	CBLC	ENST00000270279
A_23_P397933	MASP1	ENST00000337774
A_23_P397937	SAMD3	ENST00000531544
A_23_P397969	FOXK2	ENST00000473637
A_23_P39799	LOXL3	ENST00000409549
A_23_P398044	CCDC97	ENST00000269967
A_23_P39813	TTC31	ENST00000489152
A_23_P39814	CIR1	ENST00000425101
A_23_P398172	FAM135A	ENST00000361499
A_23_P398189	IGSF11	ENST00000354673
A_23_P3982	MIEN1	ENST00000498164
A_23_P398275	LOC388152	
A_23_P398294	HIP1R	ENST00000253083
A_23_P398372	C9orf69	
A_23_P39840	VAMP5	ENST00000306384
A_23_P398449	VNN3	ENST00000392394
A_23_P398491	MRPL42P5	
A_23_P398530	WHSC1	ENST00000503128
A_23_P398566	NR4A3	ENST00000330847
A_23_P398637	RG9MTD2	ENST00000273962
A_23_P398712	MYT1L	ENST00000407844
A_23_P398770	PWWP2A	ENST00000307063
A_23_P39881	CYP4F30P	ENST00000397485
A_23_P398836	TXNDC16	ENST00000281741
A_23_P398854	DOK7	ENST00000515886
A_23_P398943		ENST00000482404
A_23_P399001	CXXC5	ENST00000515038
A_23_P399078	TIMP3	ENST00000266085
A_23_P39910	COA5	ENST00000328709
A_23_P399116	WDR64	ENST00000472717
A_23_P399146	ZNF549	ENST00000240719
A_23_P399156	IL12RB1	ENST00000322153
A_23_P399217	OR5P3	ENST00000328375
A_23_P399251	NBPF22P	ENST00000487594
A_23_P399255	RNF182	
A_23_P39931	DYSF	
A_23_P3994	C17orf61	ENST00000302422
A_23_P399501	PKM2	
A_23_P39955	ACTG2	ENST00000438902
A_23_P399681	TSSK3	ENST00000373534
A_23_P399797	SMAD5-AS1	
A_23_P399834	NLRP13	ENST00000342929
A_23_P399864	RBMXL3	ENST00000424776
A_23_P399897	KY	ENST00000310263
A_23_P400066	RALGAPB	ENST00000262879
A_23_P400078	MTHFR	ENST00000376583
A_23_P400147	CCDC61	ENST00000263284
A_23_P400235	MUT	ENST00000274813
A_23_P40025	DAZAP2	
A_23_P400298	PRSS22	ENST00000161006
A_23_P400310	REG4	ENST00000256585
A_23_P400378	GPBAR1	ENST00000521462
A_23_P40039	AMMECR1L	ENST00000393001
A_23_P400449	VAT1L	ENST00000302536
A_23_P400459	RG9MTD3	ENST00000488673
A_23_P400465	GTF3C6	ENST00000329970
A_23_P40049	CAD	ENST00000264705
A_23_P400505	C1QTNF9	ENST00000382141
A_23_P400515	KIF17	ENST00000247986
A_23_P40059	PMS1	ENST00000432292
A_23_P400603	MGC21881	ENST00000450704
A_23_P4007	FXR2	ENST00000250113
A_23_P400716	SHE	ENST00000304760
A_23_P40072	MTIF2	ENST00000394600
A_23_P40078	XPO1	ENST00000406957
A_23_P400945	ETV3	ENST00000326786
A_23_P40096	PROC	ENST00000453608
A_23_P400984	PIKFYVE	ENST00000392202
A_23_P401	CENPF	ENST00000366955
A_23_P401014	ARIH1	ENST00000299305
A_23_P401024	LINC00304	ENST00000321214
A_23_P401055	SOX2	ENST00000325404
A_23_P401076	SUSD3	ENST00000375469
A_23_P40108	COL9A3	ENST00000466192
A_23_P401084	ZNF575	ENST00000458714
A_23_P401098	TTC39C	ENST00000540918
A_23_P401106	PDE2A	
A_23_P401361	PITPNM2	ENST00000542749
A_23_P401380	DIP2B	ENST00000301180
A_23_P401472	CHRM3	
A_23_P401547	PVRL3	ENST00000319792
A_23_P401568	MAT2A	ENST00000424323
A_23_P401606	EDIL3	
A_23_P401675	MARVELD2	ENST00000454295
A_23_P401691	DPYSL5	ENST00000484882
A_23_P401700	APBB1IP	ENST00000376236
A_23_P401709	C20orf196	ENST00000445603
A_23_P40174	MMP9	ENST00000545925
A_23_P401774	ELMOD1	ENST00000265840
A_23_P401904	PHF19	ENST00000312189
A_23_P40192	CDH22	ENST00000372262
A_23_P40194	DDX27	ENST00000484427
A_23_P402000	ZNF527	ENST00000356178
A_23_P402123	TAS2R1	ENST00000382492
A_23_P40217	DOK5	ENST00000262593
A_23_P402176	CCDC42	ENST00000293845
A_23_P402187	PKHD1	ENST00000371117
A_23_P402279	VN1R2	ENST00000341702
A_23_P402287	LNX2	ENST00000316334
A_23_P402319	GAPT	ENST00000318469
A_23_P402331	WFDC5	ENST00000372789
A_23_P40240	CTSZ	ENST00000217131
A_23_P402610	PFAS	ENST00000546020
A_23_P402670	CD1A	ENST00000289429
A_23_P402733	SON	ENST00000300278
A_23_P402751	COX2	ENST00000361739
A_23_P402765	NRAP	ENST00000369350
A_23_P402778	TRIM40	ENST00000383610
A_23_P402787	FAM100A	ENST00000283474
A_23_P402919	FAM46D	ENST00000538312
A_23_P402936	PPFIA2	
A_23_P40295	C20orf103	ENST00000246070
A_23_P402952	CTAGE15P	ENST00000447022
A_23_P40307	SNRPB2	ENST00000246071
A_23_P403081	C5orf34	ENST00000506213
A_23_P40315	DZANK1	ENST00000487128
A_23_P403284	OTX1	ENST00000282549
A_23_P403335	EXPH5	ENST00000525344
A_23_P403398	DKFZP586I1420	
A_23_P403424	JMJD7-PLA2G4B	ENST00000483748
A_23_P403443	B4GALNT3	
A_23_P40347	HM13	ENST00000493364
A_23_P403488	NLRP10	ENST00000328600
A_23_P403521	C7orf36	ENST00000485025
A_23_P40354	MAPRE1	ENST00000375571
A_23_P403588	USP47	ENST00000305481
A_23_P4036	TEX2	ENST00000258991
A_23_P403745	MTSS1L	ENST00000254951
A_23_P403886	GLYAT	ENST00000278400
A_23_P403898	PTPN3	
A_23_P403955	TARDBP	ENST00000480464
A_23_P403991	TRPM8	ENST00000324695
A_23_P404005	FAM58A	ENST00000276345
A_23_P404045	MTHFR	ENST00000376585
A_23_P404059	PASD1	ENST00000464219
A_23_P404091	GRPEL2	ENST00000507562
A_23_P404094	THAP7-AS1	ENST00000429962
A_23_P4041	PCTP	ENST00000417982
A_23_P404108	FAM190B	ENST00000224756
A_23_P404134	TOX4	ENST00000262709
A_23_P404162	HDAC9	
A_23_P404481	S1PR1	ENST00000424264
A_23_P404494	IL7R	ENST00000343305
A_23_P40453	CBR3	ENST00000290354
A_23_P404536	ENPP3	ENST00000358229
A_23_P404565	SLC2A11	ENST00000461809
A_23_P404575	RBM46	ENST00000281722
A_23_P404606	C5orf41	ENST00000296953
A_23_P404667	BIK	ENST00000216115
A_23_P404678	RAB3D	ENST00000222120
A_23_P404685	LCE1A	ENST00000335123
A_23_P404698	COL6A5	ENST00000265379
A_23_P404730	ARHGAP33	ENST00000007510
A_23_P404821	KIAA1147	ENST00000536163
A_23_P404965	GNL1	ENST00000426875
A_23_P405110	CDC14A	ENST00000370124
A_23_P405129	LTBP2	ENST00000261978
A_23_P405148	MFF	ENST00000409616
A_23_P40515	TSSK2	ENST00000399635
A_23_P405161	C7orf33	ENST00000307003
A_23_P4052		ENST00000428928
A_23_P405216	ZNF619	ENST00000314686
A_23_P40527	TBX1	ENST00000329705
A_23_P405282	MGC45922	ENST00000326989
A_23_P405295	LCE3C	ENST00000333881
A_23_P405531	WIZ	ENST00000416927
A_23_P405707	BCOR	ENST00000501455
A_23_P405815	PYGM	ENST00000540450
A_23_P405873	C9orf72	ENST00000461679
A_23_P405878	C12orf54	ENST00000380491
A_23_P40588	HSCB	ENST00000483861
A_23_P405885	DPPA2	ENST00000478945
A_23_P405942	LARP4B	ENST00000316157
A_23_P406025	PRUNE2	ENST00000428286
A_23_P406071	ZFP36L1	ENST00000408913
A_23_P406105	GCN1L1	ENST00000300648
A_23_P40611	TCN2	ENST00000471659
A_23_P406131	TMEM159	ENST00000451578
A_23_P406135	IFT172	ENST00000509128
A_23_P406227	MGC23284	
A_23_P406330	SMAP2	
A_23_P406341	AFAP1L2	ENST00000541919
A_23_P406350	MFSD3	ENST00000301327
A_23_P406385	FBXL16	ENST00000324361
A_23_P406424	RHOC	ENST00000471038
A_23_P406438	SRPK2	ENST00000357311
A_23_P406448	RAB9B	ENST00000243298
A_23_P406458	C11orf36	ENST00000420873
A_23_P406478	VWA5B1	ENST00000525343
A_23_P406521	SIRPD	ENST00000381623
A_23_P40657	GCAT	ENST00000394944
A_23_P406591	GUSBP5	ENST00000510805
A_23_P406616	C7orf74	
A_23_P406702	CAMSAP2	ENST00000236925
A_23_P406782	HPN	ENST00000541345
A_23_P406785	C9orf50	ENST00000372478
A_23_P406928	ND5	ENST00000361567
A_23_P40693	EP300	ENST00000263253
A_23_P406986	MOSPD2	ENST00000380492
A_23_P407074	DNM2	
A_23_P407080	HEATR7B2	ENST00000399564
A_23_P407096	ZNF366	ENST00000318442
A_23_P407112	SPATA18	ENST00000295213
A_23_P407115	PIP4K2B	ENST00000311500
A_23_P407132	KIRREL3	ENST00000526519
A_23_P407142	LUZP1	ENST00000302291
A_23_P40718	PARVB	
A_23_P407206	CLN8	ENST00000331222
A_23_P4074	WDR16	ENST00000299764
A_23_P407472	RHO	ENST00000296271
A_23_P407565	CX3CR1	
A_23_P407583	PEG3	
A_23_P407614	PYDC1	ENST00000302964
A_23_P407654	C7orf51	ENST00000423930
A_23_P407684	ZNF598	ENST00000431526
A_23_P40782	COMMD2	ENST00000483146
A_23_P407840	FNDC1	ENST00000340366
A_23_P407992	CRAMP1L	ENST00000436138
A_23_P40805	KLF15	ENST00000296233
A_23_P408094	MXD1	ENST00000410000
A_23_P408095	DSTN	ENST00000543261
A_23_P408108	MTERF	ENST00000351870
A_23_P408167	GPRASP2	
A_23_P408175	LINC00477	
A_23_P4082	CCT6B	ENST00000436961
A_23_P408206	TBC1D21	ENST00000300504
A_23_P40821	HPS3	ENST00000460822
A_23_P408232	MGC23270	ENST00000555578
A_23_P408239	PASK	ENST00000493544
A_23_P408249	PCK1	ENST00000467047
A_23_P408271	HSD17B11	ENST00000502576
A_23_P408280	CCDC79	ENST00000433154
A_23_P408285	PRICKLE1	
A_23_P408341	TSPY26P	
A_23_P408353	HLA-A	ENST00000468995
A_23_P408376	HSPA12A	ENST00000369209
A_23_P408455	SLC25A36	ENST00000446041
A_23_P40847	CHST2	ENST00000309575
A_23_P408473	HEATR7A	ENST00000420663
A_23_P40856	LRTM1	ENST00000493075
A_23_P40866	ZBTB20	
A_23_P408675	BTAF1	ENST00000538688
A_23_P408768	DOT1L	ENST00000398665
A_23_P408787	C1orf150	ENST00000536561
A_23_P40880	CMTM8	ENST00000307526
A_23_P408830	CAMKK2	ENST00000446440
A_23_P408913	TTC30B	ENST00000408939
A_23_P408930	OR7E5P	
A_23_P408955	E2F2	ENST00000361729
A_23_P408996	MBOAT1	ENST00000541730
A_23_P409093	ANO4	ENST00000392977
A_23_P409168	NBEAL2	ENST00000477412
A_23_P40919	GPR128	ENST00000481506
A_23_P40936	NR2C2	ENST00000478572
A_23_P409386	SLC25A22	ENST00000320230
A_23_P409438	IL28A	ENST00000331982
A_23_P409449	TAL2	ENST00000334077
A_23_P409462	DCBLD1	ENST00000424717
A_23_P409489	DNTT	ENST00000419175
A_23_P409502	NLRP9	ENST00000333452
A_23_P409516	FAM122A	ENST00000377279
A_23_P40952	RAF1	ENST00000442415
A_23_P409541	POLR1D	ENST00000465887
A_23_P409553	PPM1A	ENST00000325658
A_23_P40956	GHRL	
A_23_P4096	CA4	ENST00000300900
A_23_P409623	PPFIBP2	ENST00000532926
A_23_P409626	HNRNPUL2	ENST00000403734
A_23_P409888	FAM83C	ENST00000374408
A_23_P40989	USP13	ENST00000263966
A_23_P409951	OAZ1	ENST00000322297
A_23_P410017	TBCEL	ENST00000284259
A_23_P410040	KCNH7	ENST00000328032
A_23_P41009	TEX264	
A_23_P410110	C10orf25	ENST00000298298
A_23_P410115	ENTHD1	ENST00000325157
A_23_P410128	WBP2NL	ENST00000328823
A_23_P410224	C6orf52	ENST00000379586
A_23_P41025	GNL3	ENST00000496254
A_23_P410312	C12orf76	ENST00000309050
A_23_P410408	OR7D2	ENST00000344248
A_23_P410469	MGC15885	
A_23_P410507	PSPN	ENST00000245810
A_23_P410587	PHF17	ENST00000511647
A_23_P410600	IDI2	ENST00000277517
A_23_P410613	C12orf23	ENST00000280756
A_23_P410625	ZNF367	ENST00000375256
A_23_P41066	RASSF1	
A_23_P410700	C16orf46	ENST00000299578
A_23_P410717	C1orf51	ENST00000290363
A_23_P410725	ZNF491	ENST00000323169
A_23_P41075	MON1A	ENST00000486107
A_23_P410859	ZSWIM6	ENST00000252744
A_23_P410965	KIAA1522	ENST00000401073
A_23_P410998	RAB5B	ENST00000360299
A_23_P411102	DLG4	ENST00000293813
A_23_P411113	CNTNAP1	ENST00000264638
A_23_P41114	CSTA	ENST00000264474
A_23_P411157	WNT1	
A_23_P411162	PER2	ENST00000355768
A_23_P411188	CHRNA10	ENST00000250699
A_23_P411235	C17orf77	ENST00000392620
A_23_P411296	CEBPB	ENST00000303004
A_23_P411335	SGOL2	ENST00000357799
A_23_P411353	ZCCHC5	ENST00000321110
A_23_P41143	APEH	ENST00000469362
A_23_P41145	FAM3D	ENST00000358781
A_23_P41159	PPP4R2	
A_23_P411612	SPRYD4	ENST00000338146
A_23_P41166	B3GALNT1	
A_23_P411723	PLAG1	ENST00000316981
A_23_P411761	CABP1	ENST00000288616
A_23_P411772	PCDHGB2	
A_23_P411806	SLC44A1	ENST00000343170
A_23_P411814	OSTC	ENST00000361564
A_23_P411825	CCDC148	ENST00000451554
A_23_P411833	WDR90	ENST00000547407
A_23_P411851	C14orf49	ENST00000557275
A_23_P411881	PIBF1	ENST00000489922
A_23_P411922	PRPF40B	ENST00000261897
A_23_P41194	LRRC34	ENST00000522329
A_23_P411947	TEDDM1	ENST00000367565
A_23_P411953	PYGO2	ENST00000368457
A_23_P412029	PUS10	
A_23_P41204	FAM131A	ENST00000340957
A_23_P41217	CD200R1	ENST00000308611
A_23_P412186	ZNF252	ENST00000355436
A_23_P412214	RAP1GAP2	ENST00000254695
A_23_P412321	CCR5	ENST00000343801
A_23_P412389	FGF18	ENST00000274625
A_23_P412392	SEC22B	ENST00000453618
A_23_P412409	PRRC2C	ENST00000338920
A_23_P41241	TGM4	
A_23_P412427	NS3BP	
A_23_P41246	MFSD10	ENST00000507272
A_23_P412476	GREB1	ENST00000263834
A_23_P412508	PDZD9	ENST00000286143
A_23_P412515	CLDN12	ENST00000394604
A_23_P412562	C1orf162	ENST00000369718
A_23_P412577	ANKRD29	ENST00000284207
A_23_P412603	PROKR2	ENST00000217270
A_23_P41267	LOC401127	ENST00000506076
A_23_P41292	CTBP1	ENST00000514596
A_23_P412932	SPP2	ENST00000373368
A_23_P412990	HRH3	ENST00000340177
A_23_P41304	GYPE	ENST00000437468
A_23_P413043	GRIK1-AS2	ENST00000333765
A_23_P41314	F11	ENST00000403665
A_23_P413157	CXorf58	ENST00000379211
A_23_P413180	MDM1	ENST00000303145
A_23_P413193	SFR1	ENST00000369729
A_23_P413224	NCR2	ENST00000373089
A_23_P41327	LYAR	ENST00000452476
A_23_P413285	CC2D2A	ENST00000514039
A_23_P4133	AOC2	ENST00000452774
A_23_P413303	DKFZP434I0714	
A_23_P41344	EREG	ENST00000244869
A_23_P413585	FOXD2	ENST00000334793
A_23_P41359	ZNF330	ENST00000507532
A_23_P413634	ZNF329	ENST00000500161
A_23_P413641	PREX1	ENST00000396220
A_23_P41365	SMR3A	ENST00000226460
A_23_P413760	P2RX5	
A_23_P413761	SRSF3	ENST00000373715
A_23_P413788	FUT11	ENST00000372841
A_23_P413796	HAUS1	ENST00000282058
A_23_P41380	ABCE1	ENST00000296577
A_23_P413803	POC5	ENST00000446329
A_23_P413815	VKORC1L1	
A_23_P413862	DCDC5	ENST00000303697
A_23_P413888	SLC35F1	ENST00000360388
A_23_P41390	SH3TC1	ENST00000502669
A_23_P413923	DMRTA1	ENST00000325870
A_23_P41395	CCKAR	ENST00000295589
A_23_P414211	PAX4	ENST00000341640
A_23_P41424	SLC39A8	ENST00000394833
A_23_P414252	SNX8	
A_23_P414273	C5orf62	ENST00000526627
A_23_P414281	C16orf71	ENST00000411541
A_23_P414308	FLCN	ENST00000389169
A_23_P414312	KNDC1	ENST00000304613
A_23_P414328	CACNG5	ENST00000307139
A_23_P414352	C1orf180	ENST00000370624
A_23_P41437	UFSP2	ENST00000510755
A_23_P4144	COASY	
A_23_P414519	NRN1	ENST00000495850
A_23_P41455	TRPC3	ENST00000379645
A_23_P414654	RAB37	
A_23_P41470	DDX60	ENST00000393743
A_23_P414713	ZNF528	ENST00000360465
A_23_P41476	SHISA3	ENST00000319234
A_23_P414842	CRYGB	ENST00000260988
A_23_P41487	TBC1D9	ENST00000442267
A_23_P414895	TTC17	ENST00000525135
A_23_P414899	TTC17	ENST00000534417
A_23_P414913	GLIPR2	ENST00000474050
A_23_P414958	PLXNC1	ENST00000549217
A_23_P414964	ZNF584	ENST00000306910
A_23_P414978	NUDT14	ENST00000339418
A_23_P41498	ADH6	ENST00000237653
A_23_P415006	RAB11FIP5	ENST00000493523
A_23_P415015	ATL2	ENST00000546051
A_23_P415021	METTL7A	ENST00000550097
A_23_P415061	FAM104B	ENST00000358460
A_23_P41514	ADAD1	ENST00000296513
A_23_P415395	MBD3L1	ENST00000305625
A_23_P415401	KLF9	ENST00000377126
A_23_P41541	PRMT10	ENST00000511687
A_23_P415411	HIST1H4E	ENST00000360441
A_23_P415470	PCDHGB6	
A_23_P415541	GPR26	ENST00000284674
A_23_P415558	ZNF212	ENST00000335870
A_23_P415611	SLC9B1	ENST00000512651
A_23_P415633	SGK494	ENST00000301037
A_23_P415643	ZNF48	
A_23_P415652	GALNT12	ENST00000375011
A_23_P415706	GPR133	ENST00000261654
A_23_P415791	KIAA1210	ENST00000402510
A_23_P415820	EXOC6B	ENST00000410104
A_23_P415827	SEPT8	ENST00000448933
A_23_P41588	HARS2	ENST00000230771
A_23_P415882	TIMM50	ENST00000314349
A_23_P415974	ALDOB	ENST00000374855
A_23_P41599	PCDHB8	ENST00000239444
A_23_P4160	NBR2	ENST00000460115
A_23_P416011	SPAG11B	ENST00000317900
A_23_P416034	HAUS7	ENST00000472228
A_23_P416036	HAUS7	ENST00000437046
A_23_P4161	ARSG	ENST00000448504
A_23_P416112	RNF168	ENST00000437070
A_23_P416142	DLG1	
A_23_P416178	CCDC136	ENST00000471729
A_23_P416191	TAS2R31	ENST00000390675
A_23_P416212	HSPB9	ENST00000355067
A_23_P416238	MS4A6E	ENST00000532756
A_23_P41629	ADAMTS16	ENST00000274181
A_23_P416305	RPL27A	ENST00000314138
A_23_P416314	HRASLS5	ENST00000536887
A_23_P416395	STC2	ENST00000265087
A_23_P416434	PHF15	ENST00000395003
A_23_P416468	PIF1	ENST00000268043
A_23_P416581	GNAZ	ENST00000248996
A_23_P416608	LAMP2	ENST00000371335
A_23_P41664	LRRC70	ENST00000334994
A_23_P416666	GJA10	ENST00000369352
A_23_P416686	GPR137	
A_23_P416711	ST6GALNAC3	
A_23_P416747	CD3E	ENST00000531913
A_23_P416751	ZNF610	
A_23_P416774	CLIC5	ENST00000185206
A_23_P416813	ZFP82	ENST00000392161
A_23_P416821	TMEM196	ENST00000433641
A_23_P416894	PION	ENST00000482866
A_23_P416965	FAM149A	ENST00000514956
A_23_P417014	ZNF311	ENST00000452316
A_23_P417100	KRTAP4-6	ENST00000345847
A_23_P417113	RBM33	ENST00000287912
A_23_P41713	FAM71B	ENST00000302938
A_23_P417148	RAI1	ENST00000353383
A_23_P41716	GNB2L1	ENST00000508963
A_23_P417173	KCNA5	ENST00000252321
A_23_P417200	TERF2	ENST00000254942
A_23_P417261	EFHB	ENST00000295824
A_23_P417282	IGF1R	ENST00000268035
A_23_P417331	RPS6KA3	ENST00000540702
A_23_P41734	RNF130	ENST00000522885
A_23_P417383	ASPRV1	ENST00000320256
A_23_P417415	ACOT11	ENST00000451902
A_23_P41750	SPZ1	ENST00000296739
A_23_P41765	IRF1	ENST00000405885
A_23_P417821	DMRTB1	ENST00000371445
A_23_P417853	MYO3B	ENST00000317935
A_23_P41789	SLC27A6	ENST00000506176
A_23_P417891	ARHGEF7	ENST00000375741
A_23_P4179	LINC00483	
A_23_P417918	PENK	ENST00000539312
A_23_P417921	DNAJC5G	ENST00000296097
A_23_P417942	FNBP1L	ENST00000260506
A_23_P417951	TSPYL5	ENST00000322128
A_23_P417974	AQP11	ENST00000528638
A_23_P418015	MAPRE2	
A_23_P418031	IFFO2	ENST00000455833
A_23_P41804	NKD2	ENST00000296849
A_23_P418083	LCA5	ENST00000392959
A_23_P41818	ZFR	ENST00000502988
A_23_P418199		ENST00000423809
A_23_P418234	PHLPP2	ENST00000356272
A_23_P418274	WBSCR28	ENST00000426490
A_23_P418373	BCL2L2	ENST00000250405
A_23_P418413	OXSR1	ENST00000311806
A_23_P418431	C6orf164	ENST00000369572
A_23_P418464	NXNL2	ENST00000487646
A_23_P41847	GABRA6	ENST00000274545
A_23_P418485	C11orf65	ENST00000393084
A_23_P418493	ATPAF2	ENST00000496852
A_23_P41854	CARD6	ENST00000254691
A_23_P418562	SLC6A11	
A_23_P418597	TNKS1BP1	ENST00000427750
A_23_P41872	B4GALT7	ENST00000505433
A_23_P418785	STXBP5L	ENST00000273666
A_23_P41888	AGXT2L2	ENST00000510991
A_23_P4190	ACSF2	ENST00000511147
A_23_P419038	CLOCK	ENST00000511124
A_23_P41908	FAM114A2	ENST00000522858
A_23_P419107	TCP11L2	ENST00000299045
A_23_P419150	VENTX	ENST00000325980
A_23_P419156	OPN1SW	ENST00000249389
A_23_P419202	ZNF658	ENST00000377626
A_23_P419213	KIAA1407	ENST00000295878
A_23_P419239	ETNK1	ENST00000544191
A_23_P419411	LOC100128175	
A_23_P41942	POLR3G	ENST00000399107
A_23_P41948	CCDC99	ENST00000274631
A_23_P419503	LRRC4B	ENST00000389201
A_23_P419602	SREBF2	ENST00000543221
A_23_P419624	BLCAP	
